CountryCode,Year,HRWK,AVWAGE,CPI,FERTILITY
ISR,2015,1892.952759,37213,-0.601291,3.09
ISR,2016,1916.949569,38698,-0.5515524,3.11
ISR,2017,1916.140129,39898,0.259415,3.11
ISR,2018,1908.525713,41059,0.7940757,3.09
ISR,2019,1893.510023,41964,0.8497831,3.01
ISR,2020,1779.009722,42130,-0.6144124,2.9
ISR,2021,1878.242401,44338.8689,1.510201,3
SVN,1999,1730.079365,32379.37052,6.155588,1.21
SVN,2000,1710.067199,33203.23349,8.911745,1.26
SVN,2001,1695.851613,34558.42289,8.379666,1.21
SVN,2002,1720.486858,34648.43831,7.480778,1.21
SVN,2003,1723.797818,35375.70685,5.544164,1.2
SVN,2004,1736.532579,37099.95189,3.592976,1.25
SVN,2005,1696.551516,38510.08307,2.451501,1.26
SVN,2006,1667.413468,39774,2.457924,1.31
SVN,2007,1654.905171,40657,3.657496,1.38
SVN,2008,1673.4844,41272,5.647424,1.53
SVN,2009,1678.996814,41676,0.8392622,1.53
SVN,2010,1680.327333,42846,1.80117,1.57
SVN,2011,1663.360954,42725,1.802852,1.56
SVN,2012,1644.348927,41437,2.597414,1.58
SVN,2013,1662.237486,40760,1.769201,1.55
SVN,2014,1681.749976,41576,0.1993438,1.58
SVN,2015,1687.309162,42482,-0.5255523,1.57
SVN,2016,1652.361497,44095,-0.0549995,1.58
SVN,2017,1621.923406,44894,1.429107,1.62
SVN,2018,1602.948178,45702,1.738609,1.6
SVN,2019,1601.43411,47050,1.630523,1.61
SVN,2020,1531.753571,48605,-0.0548568,1.59
SVN,2021,1593.334707,50466.68794,1.917065,1.64
COL,2007,2473.378348,16848,5.544385,2.14
COL,2008,2502.524006,18496,6.996882,2.08
COL,2009,2460.838682,19172,4.202518,2.03
COL,2010,2453.898965,19800,2.272003,1.99
COL,2011,2435.016968,19693,3.415032,1.96
COL,2012,2419.685389,20172,3.169303,1.93
COL,2013,2413.493509,20588,2.016993,1.91
COL,2014,2405.141473,20602,2.898838,1.88
COL,2015,2395.831176,20685,4.989829,1.86
COL,2016,2392.209055,20488,7.513461,1.84
COL,2017,2376.425541,21020,4.314313,1.82
COL,2018,2385.939332,21821,3.24057,1.79
COL,2019,2382.611241,21751,3.52302,1.77
COL,2020,2069.438776,24681,2.52662,1.74
COL,2021,2405.385474,22248.49156,3.495073,1.72
LVA,2002,1841.681753,13420.23761,1.938879,1.26
LVA,2003,1835.999859,14380.66693,2.942643,1.32
LVA,2004,1802.158822,15634.09323,6.192384,1.29
LVA,2005,1842.133605,18183.97802,6.748452,1.39
LVA,2006,1829.003896,20051,6.536199,1.46
LVA,2007,1793.625923,24721,10.09298,1.54
LVA,2008,1751.084065,25508,15.40232,1.58
LVA,2009,1707.331038,23031,3.534107,1.46
LVA,2010,1692.395932,22140,-1.084636,1.36
LVA,2011,1707.039721,21373,4.370736,1.33
LVA,2012,1691.635411,22240,2.257789,1.44
LVA,2013,1685.929275,23301,-0.02945478,1.52
LVA,2014,1695.303425,24864,0.6204923,1.65
LVA,2015,1663.180908,26944,0.1742414,1.7
LVA,2016,1663.835623,28523,0.1406308,1.74
LVA,2017,1649.860291,29546,2.930369,1.69
LVA,2018,1661.235997,30640,2.53446,1.6
LVA,2019,1631.075484,31972,2.811403,1.61
LVA,2020,1576.930288,33199,0.2190611,1.55
LVA,2021,1601.202851,35923.06305,3.275814,1.57
LTU,2005,1687.846522,26174.75832,2.658485,1.29
LTU,2006,1680.206276,29975,3.73912,1.33
LTU,2007,1707.361123,31929,5.737174,1.36
LTU,2008,1732.469248,32512,10.92589,1.45
LTU,2009,1670.064273,28233,4.453044,1.5
LTU,2010,1696.679291,28340,1.319214,1.5
LTU,2011,1674.217241,28918,4.130276,1.55
LTU,2012,1672.25327,29401,3.089983,1.6
LTU,2013,1657.482349,30515,1.047479,1.59
LTU,2014,1649.890425,31902,0.103758,1.63
LTU,2015,1673.198462,33989,-0.8840974,1.7
LTU,2016,1694.331001,35752,0.9055251,1.69
LTU,2017,1656.898913,37766,3.722889,1.63
LTU,2018,1664.021426,39524,2.697928,1.63
LTU,2019,1665.381726,42041,2.334509,1.61
LTU,2020,1594.925699,44228,1.199894,1.48
LTU,2021,1619.977225,47035.4439,4.683544,1.36
CRI,2011,2285.3,22174,4.877998,1.9
CRI,2012,2233.4,22579,4.495453,1.88
CRI,2013,2140.6,24442,5.231336,1.84
CRI,2014,2121.7,24510,4.519201,1.82
CRI,2015,2148.2,26186,0.801982,1.79
CRI,2016,2204.7,27364,-0.01747885,1.75
CRI,2017,2178.9,27020,1.625907,1.74
CRI,2018,2121,27709,2.221115,1.71
CRI,2019,2059.6,28524,2.096046,1.63
CRI,2020,1913.2,31341,0.7249115,1.56
CRI,2021,2073.3,31117.83426,1.726478,1.53
